2016 6 7 1.3707 126.2262 52.31293106 6.4
2016 6 1 -2.0854 100.6819 76.6135788 6.4
2016 5 28 -56.4923 -26.4972 95.57115936 7.2
2016 5 20 -25.5685 129.9900 10.0 6.1
2016 5 18 0.4795 -79.6274 0.0 6.8
2016 5 18 0.3675 -79.8155 0.0 6.6
2016 4 29 10.0194 -103.4994 10.0 6.2
2016 4 28 -15.9833 167.4948 27.0 6.7
2016 4 20 0.6973 -80.0543 10.0 6.1
2016 4 18 -19.4655 169.3285 63.38715744 6.1
2016 4 16 0.3342 -79.6110 19.69073868 7.7
2016 4 15 32.7470 130.6337 10.0 7.0
2016 4 13 22.9253 94.5449 136.0 6.8
2016 4 10 36.4096 71.1041 199.9887695 6.8
2016 4 3 -14.1417 166.6487 10.0 6.7
2016 4 1 33.4769 136.2591 10.0 6.1
2016 3 20 54.2930 162.8572 16.0 6.5
2016 3 12 51.8138 -174.0509 10.0 6.1
2016 3 2 -4.7684 94.2357 10.0 6.8
2016 2 12 -9.8202 119.3246 28.0 6.1
2016 2 8 -6.5719 154.7614 30.11241341 6.1
2016 2 5 22.9037 120.7152 11.97533703 6.3
2016 1 30 53.9987 159.2510 10.0 7.0
2016 1 30 8.6347 50.0000 100.0 7.0
2016 1 24 59.6923 -153.6100 112.7161255 6.8
2016 1 20 37.7402 101.7773 10.0 6.0
2016 1 14 42.0447 142.8191 51.0 6.4
2016 1 14 -19.7974 -63.2545 582.0 6.1
2016 1 11 3.9285 126.9689 13.0 6.4
2016 1 3 24.9746 93.6430 10.0 6.7
2015 12 25 36.4439 71.0646 190.2947998 6.6
2015 12 19 -30.6026 -71.0995 46.0 6.3
2015 12 17 15.9990 -93.0700 98.0 6.4
2015 12 9 -4.0908 129.5476 46.0 6.5
2015 12 7 38.1246 72.9410 30.0 6.8
2015 12 4 -47.6529 85.3229 15.0 6.4
2015 11 27 -24.6582 -70.3154 35.0 6.3
2015 11 26 -9.2713 -71.3338 604.9487915 6.2
2015 11 24 -10.1590 -71.4730 594.7572021 7.5
2015 11 24 -10.6666 -71.1269 597.2596436 7.0
2015 11 18 -9.0675 158.4476 97.74868011 6.5
2015 11 7 -30.8783 -71.2021 42.0 6.8
2015 11 7 -29.1686 -71.5359 12.0 6.0
2015 11 4 -8.1111 125.0090 10.0 6.2
2015 10 26 36.3924 70.7948 196.3441315 7.6
2015 10 20 -14.5359 167.6604 10.0 6.8
2015 9 26 -30.7189 -71.1761 28.0 6.8
2015 9 24 -0.4743 130.9822 78.0 6.4
2015 9 22 -31.4037 -71.0152 10.0 6.3
2015 9 21 -31.6508 -71.2718 25.0 6.4
2015 9 21 -31.4911 -71.3505 23.0 6.0
2015 9 17 -31.5990 -71.6528 37.84378433 6.8
2015 9 17 -31.0630 -71.3272 35.0 6.4
2015 9 16 -31.5335 -71.5269 10.0 6.5
2015 9 16 -31.5090 -71.4210 27.69588852 7.9
2015 9 16 2.0836 126.7057 10.0 6.2
2015 9 13 25.1358 -108.8331 10.0 6.1
2015 8 15 -10.8621 163.4624 10.0 6.2
2015 8 12 -8.9652 157.5235 10.0 6.1
2015 7 29 59.5765 -153.6387 118.0 6.0
2015 7 27 -2.5074 138.7262 48.0 6.9
2015 7 27 52.4410 -169.5369 10.0 6.3
2015 7 18 -10.2725 164.9317 10.0 6.7
2015 7 10 -9.2356 158.4211 10.0 6.3
